PWS Number,System Name,Population Served,System Type,Subpart H,Sample Type,Sample Date,Contam Group ,Code Description,Contam Code,Results ,Unit of Measure,MCL,System Status,Location Code,Remarks
5220209,ORTONA LOCKS CAMPGROUND-NORTH,30,N,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,COLL ANN SAMPLES IN Q3 EACH YR
5220209,ORTONA LOCKS CAMPGROUND-NORTH,30,N,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,COLL ANN SAMPLES IN Q3 EACH YR
5220235,RIVER OAKS UTILITIES  LLC,120,C,N,N,12/24/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5220235,RIVER OAKS UTILITIES  LLC,120,C,N,N,12/24/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,05/20/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,05/20/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,SODIUM,1052,16,MG/L,160,ACTIVE,POE,PARTIAL
5224070,CAMP KEAIS LEASING  INC,290,P,N,N,10/29/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,PARTIAL
5224071,ORTONA LOCKS CAMPGROUND-SOUTH,150,N,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,001,PLANT#1 SE
5224071,ORTONA LOCKS CAMPGROUND-SOUTH,150,N,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,PLANT#2 SW COLL ANN SAMPLES IN Q3 EACH YR
5224071,ORTONA LOCKS CAMPGROUND-SOUTH,150,N,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,001,PLANT#1 SE
5224071,ORTONA LOCKS CAMPGROUND-SOUTH,150,N,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,PLANT#2 SW COLL ANN SAMPLES IN Q3 EACH YR
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,04/24/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,04/24/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,SODIUM,1052,47,MG/L,160,ACTIVE,POE,PARTIAL
5224077,FARM-OP  INC. NORTH LABOR CAMP,63,P,N,N,10/16/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,05/16/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,05/16/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,SODIUM,1052,26,MG/L,160,ACTIVE,POE,PARTIAL
5224078,FARM-OP  INC. SOUTH LABOR CAMP,120,P,N,N,10/17/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,PARTIAL
5224079,SABAL PALM RV RESORT AND CAMPGROUND,192,N,N,N,01/14/2019,INOR,NITRATE,1040,1,MG/L,10,ACTIVE,POE,
5224079,SABAL PALM RV RESORT AND CAMPGROUND,192,N,N,N,01/14/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224090,FOREVERGLADES RV RESORT LLC,100,N,N,N,03/28/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,COLLECT IN Q1 EACH YEAR
5224090,FOREVERGLADES RV RESORT LLC,100,N,N,N,03/28/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,COLLECT IN Q1 EACH YEAR
5224091,MAPLE CORNER,56,C,N,N,12/19/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,COLL ANNUAL NN IN Q4 WACH YEAR
5224091,MAPLE CORNER,56,C,N,N,12/19/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,COLL ANNUAL NN IN Q4 WACH YEAR
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,FLUORIDE,1025,1,MG/L,4,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,SODIUM,1052,120,MG/L,160,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/12/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/24/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,NN ONLY
5224093,WEST GLADES ELEMENTARY SCHOOL WTP,450,P,N,N,12/24/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,NN ONLY
5260004,A. DUDA & SONS  INC.,405,P,N,N,04/24/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5260004,A. DUDA & SONS  INC.,405,P,N,N,04/24/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,FLUORIDE,1025,1,MG/L,4,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,SODIUM,1052,133,MG/L,160,ACTIVE,POE,PARTIAL
5260004,A. DUDA & SONS  INC.,405,P,N,N,12/23/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,PARTIAL
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,SODIUM,1052,135,MG/L,160,ACTIVE,POE,
5260047,CITRUS BELLE CONCENTRATE PLT,70,P,N,N,10/08/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,
5260050,LABELLE  CITY OF,"4,632",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,001,PLANT#1 NORTH
5260050,LABELLE  CITY OF,"4,632",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,PLANT#2 SOUTH
5260050,LABELLE  CITY OF,"4,632",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,001,PLANT#1 NORTH
5260050,LABELLE  CITY OF,"4,632",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,PLANT#2 SOUTH
5260053,CLEWISTON  CITY OF,"9,185",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,NN
5260053,CLEWISTON  CITY OF,"9,185",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,NN
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,CYANIDE
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,FLUORIDE,1025,1,MG/L,4,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,NITRATE,1040,1,MG/L,10,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,SODIUM,1052,60,MG/L,160,ACTIVE,POE,PARTIAL
5260062,COUNTY LINE TRAILER PARK,50,P,N,N,03/28/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,PARTIAL
5260226,PORT LABELLE,"6,490",C,N,N,12/18/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5260226,PORT LABELLE,"6,490",C,N,N,12/18/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5260261,RIVERSIDE RETREAT,100,N,N,N,10/24/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5260261,RIVERSIDE RETREAT,100,N,N,N,10/24/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,NITRITE,1041,1,MG/L,1,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,SODIUM,1052,71,MG/L,160,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,N,08/29/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,POE,NITRITE=.815 >50% SO START QTRS BOTH NITRATE&NITRITE Q1 WILL BE COLL IN Q4 2019
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,Q,11/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,Q1 NITRATE NITRITE   8/29/19 NITRITE=.815 >50%  NEED 4 QTRS AFTER THE DET THAT WAS > 50%
5260297,UNITED STATES SUGAR CORP.  WTP,500,P,N,Q,11/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,Q1 NITRATE NITRITE   8/29/19 NITRITE=.815 >50%  NEED 4 QTRS AFTER THE DET THAT WAS > 50%
5264026,LOS CUATRO VIENTOS,25,N,N,N,12/18/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5264026,LOS CUATRO VIENTOS,25,N,N,N,12/18/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5264050,PALM AND PINES MOBILE HOME PK,150,C,N,N,12/04/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
5264050,PALM AND PINES MOBILE HOME PK,150,C,N,N,12/04/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,POE,
5264051,OAK HAMMOCK,99,N,N,N,12/17/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,POE,
